metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2023-03-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-03-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-03-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-04-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-04-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,42.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-04-01,2023/24,India,buffer_stock,Buffer stock,stock,2.658,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-04-01,2023/24,India,domestic_production,Domestic production,production,1.131,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-04-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,24.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-04-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-04-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-04-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,62.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-04-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,50.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-04-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-04-01,2023/24,India,opening_stock,Opening stocks,stock,2.658,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-04-01,2023/24,India,total_availability,Total availability,derived,3.789,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-04-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-04-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-04-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-04-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-04-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-05-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-05-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,68.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-05-01,2023/24,India,buffer_stock,Buffer stock,stock,2.672909,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-05-01,2023/24,India,domestic_production,Domestic production,production,1.885,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-05-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,39.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-05-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-05-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,54.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-05-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-05-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-05-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,63.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-05-01,2023/24,India,opening_stock,Opening stocks,stock,2.672909,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-05-01,2023/24,India,total_availability,Total availability,derived,4.557909,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-05-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-05-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-05-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-05-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-05-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-06-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-06-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,92.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-06-01,2023/24,India,buffer_stock,Buffer stock,stock,2.687818,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-06-01,2023/24,India,domestic_production,Domestic production,production,3.016,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-06-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,55.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-06-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-06-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-06-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,56.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-06-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-06-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,74.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-06-01,2023/24,India,opening_stock,Opening stocks,stock,2.687818,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-06-01,2023/24,India,total_availability,Total availability,derived,5.703818,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-06-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-06-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-06-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-06-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-06-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-07-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-07-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,100.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-07-01,2023/24,India,buffer_stock,Buffer stock,stock,2.702727,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-07-01,2023/24,India,domestic_production,Domestic production,production,3.393,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-07-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,73.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-07-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-07-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,50.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-07-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,55.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-07-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,76.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-07-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,78.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-07-01,2023/24,India,opening_stock,Opening stocks,stock,2.702727,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-07-01,2023/24,India,total_availability,Total availability,derived,6.095727,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-07-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-07-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-07-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-07-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-07-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-08-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-08-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,82.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-08-01,2023/24,India,buffer_stock,Buffer stock,stock,2.717636,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-08-01,2023/24,India,domestic_production,Domestic production,production,3.393,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-08-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,88.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-08-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-08-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,51.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-08-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,57.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-08-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,73.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-08-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-08-01,2023/24,India,opening_stock,Opening stocks,stock,2.717636,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-08-01,2023/24,India,total_availability,Total availability,derived,6.110636,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-08-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-08-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-08-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-08-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-08-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-09-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-09-01,2022/23,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,44.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-09-01,2023/24,India,buffer_stock,Buffer stock,stock,2.732545,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-09-01,2023/24,India,domestic_production,Domestic production,production,5.278,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-09-01,2022/23,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,100.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-09-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-09-01,2022/23,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,55.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-09-01,2022/23,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-09-01,2022/23,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,64.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-09-01,2022/23,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-09-01,2023/24,India,opening_stock,Opening stocks,stock,2.732545,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-09-01,2023/24,India,total_availability,Total availability,derived,8.010545,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-09-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-09-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-09-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-09-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-09-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-10-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-10-01,2023/24,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-10-01,2023/24,India,buffer_stock,Buffer stock,stock,2.747455,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-10-01,2023/24,India,domestic_production,Domestic production,production,6.786,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-10-01,2023/24,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,94.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-10-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-10-01,2023/24,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,61.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-10-01,2023/24,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,65.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-10-01,2023/24,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,53.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-10-01,2023/24,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,48.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-10-01,2023/24,India,opening_stock,Opening stocks,stock,2.747455,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-10-01,2023/24,India,total_availability,Total availability,derived,9.533455,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-10-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-10-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-10-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-10-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-10-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-11-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-11-01,2023/24,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,8.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
